People define 'Open Science' in many ways, and it is a multi-faceted concept. We are interested in how you define Open Science, especially as it pertains to your own work. Please take a minute to share these thoughts. The more detailed, the better.;What Open Science activities have you engaged in?  - Shared data openly;What Open Science activities have you engaged in?  - Shared code openly;What Open Science activities have you engaged in?  - Shared methods/ protocols openly;What Open Science activities have you engaged in?  - Used open data;What Open Science activities have you engaged in?  - Used open code (includes statistical programming);What Open Science activities have you engaged in?  - Published my papers openly ;What Open Science activities have you engaged in?  - Used open education tools or practices;What Open Science activities have you engaged in?  - Read open papers;What Open Science activities have you engaged in?  - Engaged in open peer review;What Open Science activities have you engaged in?  - Engaged in outreach/ science communication;Other (please specify);What has hindered  you from engaging in Open Science?;What has helped you engage in Open Science?;What motivated you to attend this workshop? ;Which of the following activities are you engaged in? - Research;Which of the following activities are you engaged in? - Teaching;Which of the following activities are you engaged in? - Supervision;Which of the following activities are you engaged in? - None of the above;How important are the following aspects of Open Science to your RESEARCH? - Data sharing;How important are the following aspects of Open Science to your RESEARCH? - Code sharing;How important are the following aspects of Open Science to your RESEARCH? - Methods/ protocols sharing;How important are the following aspects of Open Science to your RESEARCH? - Publishing papers open access ;How important are the following aspects of Open Science to your RESEARCH? - Communicating science through open channels;How important are the following aspects of Open Science to your RESEARCH? - Research Reproducibility;How important are the following aspects of Open Science to your RESEARCH? - Research Transparency;Please feel free to explain your answers to any of the above.;How important are the following aspects of Open Science to your TEACHING? - Data sharing;How important are the following aspects of Open Science to your TEACHING? - Code sharing;How important are the following aspects of Open Science to your TEACHING? - Methods/ protocols sharing;How important are the following aspects of Open Science to your TEACHING? - Publishing papers open access ;How important are the following aspects of Open Science to your TEACHING? - Communicating science through open channels;How important are the following aspects of Open Science to your TEACHING? - Research Reproducibility;How important are the following aspects of Open Science to your TEACHING? - Research Transparency;Please feel free to explain your answers to any of the above.;How important are the following aspects of Open Science to your SUPERVISION (of graduate students and postdocs)? - Data sharing;How important are the following aspects of Open Science to your SUPERVISION (of graduate students and postdocs)? - Code sharing;How important are the following aspects of Open Science to your SUPERVISION (of graduate students and postdocs)? - Methods/ protocols sharing;How important are the following aspects of Open Science to your SUPERVISION (of graduate students and postdocs)? - Publishing papers open access ;How important are the following aspects of Open Science to your SUPERVISION (of graduate students and postdocs)? - Communicating science through open channels;How important are the following aspects of Open Science to your SUPERVISION (of graduate students and postdocs)? - Research Reproducibility;How important are the following aspects of Open Science to your SUPERVISION (of graduate students and postdocs)? - Research Transparency;Please feel free to explain your answers to any of the above.;What is your current affiliation type? Please select all that apply - University;What is your current affiliation type? Please select all that apply - Research institute;What is your current affiliation type? Please select all that apply - Governmental agency;What is your current affiliation type? Please select all that apply - Private company;What is your current affiliation type? Please select all that apply - Other;In which country do you work or study? Please select all that apply.  - Norway;In which country do you work or study? Please select all that apply.  - EU/ EEC;In which country do you work or study? Please select all that apply.  - Non-EU/ EEC;What is your current position? ;What is your highest degree? ;When did you finish your highest degree (year)?;Are you involved in any of the following types of teaching? Please select all that apply. - Undergraduate classes;Are you involved in any of the following types of teaching? Please select all that apply. - Doctoral or masters classes;Are you involved in any of the following types of teaching? Please select all that apply. - Supervising undergraduates;Are you involved in any of the following types of teaching? Please select all that apply. - Supervising doctoral or masters students;Are you involved in any of the following types of teaching? Please select all that apply. - Supervising postdoctoral scholars;Are you involved in any of the following types of teaching? Please select all that apply. - Public outreach;Are you involved in any of the following types of teaching? Please select all that apply. - Other;Are you involved in any of the following academic activities? Please select all that apply. - Primary research;Are you involved in any of the following academic activities? Please select all that apply. - Research synthesis or metaanalyses;Are you involved in any of the following academic activities? Please select all that apply. - Assessment work (e.g., redlisting, IPBES-type assessments, other assessments for governmental or other societal users, etc.);Are you involved in any of the following academic activities? Please select all that apply. - Science-policy interface work;Are you involved in any of the following academic activities? Please select all that apply. - Public outreach;Are you involved in any of the following academic activities? Please select all that apply. - Other;What is your gender? ;What parts of this workshop are you attending  - Day one;What parts of this workshop are you attending  - Analysis workshop;What parts of this workshop are you attending  - Education workshop;How are you attending the workshop? ;E-post;Samlet status - Ny;Samlet status - Distribuert;Samlet status - Noen svar;Samlet status - Gjennomført;Samlet status - Frafalt
"<p>I would define Open Science, in the immediate sense,&nbsp;as a way of conducting research in a manner that is transparent (i.e. showcasing/sharing how you are doing your research), however this should extend past just sharing your research and it should also include creating and cultivating a research environment that is open and inclusive to all. Within my work the aspect of reproducibility (particularly code-sharing) is something that I place particular&nbsp;value on&nbsp;</p>";Several times a year;Several times a week;Several times a month ;Several times a month ;Several times a week;Never;Several times a year;Several times a week;Never;Rarely;;"<p>Awareness of the concept/spaces/platforms&nbsp;that are available and facilitate cultivating an &#39;open&#39;&nbsp;research workflow. In addition to this collaborating with colleagues that are &#39;hesitant&#39; to engage with some of the platforms available sometimes disrupts the intended workflow.</p>";"<p>Being involved in a course that implemented (and showcased) various elements of a &#39;Open Science&#39; workflow, this helped foster an understanding and appreciation of Open Science. In addition, working in a lab that has an active Open Science policy means that it is expected (and facilitated) that my work be conducted in a manner that aligns with FAIR and Open Science principles</p>";<p>Although I am enthusiastic about Open Science I feel like there are elements/tools that I am not yet familiar with and believe that this workshop will help highlight/showcase some new approaches to OS both as a learning tool but also as a potential teaching tool in the future.</p>;1;0;0;0;Very important;Extremely important;Extremely important;Very important;Very important;Very important;Extremely important;"<p>If I could I would have put everything under &#39;Extremely important&#39; but there are some things I value a&nbsp;<em>bit</em>&nbsp;more than others ;-)</p>";;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;PhD-student;MSc;2020;1;0;0;0;0;0;1;1;0;0;0;0;0;non-binary;1;0;1;Virtual;;0;0;0;1;0
<p>I do not really have a definition. but in my understanding/interpretation/subjective perception open science is transparant and accessible. Open science I can find and access, and I can see where it comes from i.e. how the poeice of science has developed and been produced.</p>;Rarely;Rarely;Rarely;Several times a year;Several times a year;Rarely;I don?t know;Several times a month ;Never;Rarely;;"<p>sharing data can be an issue - need time to document sufficiently so it&#39;s useful for others, also like to &quot;control&quot; access/use of data in terms of wanting to be of help when starting to work with data so can provide support for approriate handling and interpretation (not all intricacies of the data set can be easily explained in the metadata),</p><p>open access publishing fees could be an issue (depending on current funding)</p>";<p>not sure...</p>;<p>partly work related - I work at a biodiversity infrastaructure with largely open data and trying top adhere to FAIR, I have also been at the previous LivingNorway coloquium, but I am also gennerally interested in accessible science and supporting students in data management and open science</p>;1;1;1;0;Very important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;;Somewhat important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;;Somewhat important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;;1;0;0;0;0;0;1;0;Researcher (permanent);PhD;2007;1;0;0;1;1;1;0;1;1;0;0;1;0;F;1;0;1;Virtual;;0;0;0;1;0
"<p>Open science for me is being as transparent as possible about the scientific process, from conception of the study to completion. It involves communicating the results and methods in a standard format but more than that it also includes&nbsp;all resources and information required to repeat the analyses (e.g. data and code). To be truly open, resources should be provided in the most easily usable and clear way with appropriate documentation.</p>";Several times a year;Several times a year;Several times a year;Rarely;Several times a year;Several times a year;I don?t know;Several times a year;Rarely;Rarely;;"<p>Knowledge of best practice. Sometimes also journal restrictions, I am not always clear when I can make resources freely available and still publish in a journal.&nbsp;</p>";"<p>Tools such as Zenodo and Github.&nbsp;</p>";<p>Interested to learn more about how to make my work more transparent.</p>;1;1;0;0;Extremely important;Very important;Extremely important;Extremely important;Very important;Extremely important;Extremely important;"<p>All science should be as open as possible and communicated as clearly as possible. On top of the above, we should always think about the audience we are communicating to.&nbsp;</p>";Extremely important;Very important;Very important;Very important;Very important;Very important;Very important;"<p>I&#39;m not sure I fully understood this question. Should it be &#39;how important are these to teach?&#39; or &#39;do we use them in teaching?&#39;. Ultimately, I teach statistics and think all of these topics are important to cover and mention (maybe papers less), but we don&#39;t use many open resources.&nbsp;</p>";;;;;;;;;1;0;0;0;0;1;0;0;Researcher (temporary);PhD;2017;1;1;0;0;0;1;0;1;1;0;0;0;0;female;1;1;1;Virtual;;0;0;0;1;0
;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;0;0;1;0;0
<p>- open sharing of data according to FAIR standards</p><p>- sharing of code/analyses/methodology</p><p>- open access (nothing behind paywalls)</p><p>- use of non-proprietary software/equipment</p><p>- transparency from start to end of project, e.g. preregistration</p><p>- more effective, equitable, complete synthesis of research</p>;Rarely;Rarely;Rarely;Rarely;Several times a week;Rarely;Several times a week;Several times a week;Rarely;Several times a month ;"For many of these, I answered ""Rarely"" because I do the activity as a whole rarely, not because I've used open science practices a small proportion of the times I've done the activity. For example, I've shared the data for all papers I've published so far, but at this career stage I've only averaged 1 paper/year--so I had to select ""rarely"" even though it's been my normal practice every time I've published.";<p>- lack of familiarity with relevant online platforms, software, methods</p><p>- perception that the landscape of the above tools changes very quickly, and keeping up is a big time commitment</p><p>- fear of doing it wrong</p>;<p>- discussions among supervisors and colleagues</p><p>- training in relevant tools and methods</p><p>- journal requirements</p><p>- increasing perception that it is good for career development/CV/funding</p>;<p>- learn more about current best practices in data sharing and integration</p>;1;1;0;0;Somewhat important;Somewhat important;Minimally important;Somewhat important;Somewhat important;Very important;Very important;;Not applicable to my work;Not applicable to my work;Not applicable to my work;Not applicable to my work;Somewhat important;Somewhat important;Somewhat important;;;;;;;;;;1;0;0;0;0;1;0;0;PhD-student;MSc;2017;1;1;0;1;0;1;0;1;1;0;0;1;0;female;1;1;1;Physical;;0;0;0;1;0
;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;0;1;0;0;0
"<p>I would define Open Science as science in which all stages are transparent. I.e. the data itself is openly accessible to anyone, the methods used for analysing/interpreting the data are described/published in a way that makes them reproducible, and results are published as &quot;Open Access&quot; (or in other was that makes them accessible to anyone)</p>";Several times a year;Several times a year;Several times a year;Several times a week;Several times a week;Several times a year;I don?t know;Several times a month ;Never;Several times a year;;<p>I have yet to be directly hindered. Potentially by time limitation</p>;<p>My institution encourages publishing in Open Access journals by covering publication fees</p>;<p>A general interest in Open Science, future career paths, relevance to current research</p>;1;0;0;0;Extremely important;Very important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;;;;;;;;;;;;;;;;;;1;0;0;0;0;1;0;0;PhD-student;MSc;2016;0;1;0;1;0;1;0;1;0;0;0;1;0;Female;1;1;0;Physical;;0;0;0;1;0
"<p>Open Science is about responsible, transparent, reproducible and accessible research and knowledge.</p><p>It has several different aspects and applications, as Open Acces, Open data, Research Data Management/FAIR data, Open Source, Open Education, Citizen Science, Open Innovation.</p><p>Open Science is also science and research that is collaborative, engaging and inclusive, and reinforcing best practices, mentoring&nbsp; and support as a a natural part of science. Finally, Open Science&nbsp; is also about new tools and possibilites in a digital word.</p><p>Open Science = Science done right</p>";Several times a year;Rarely;Rarely;Several times a month ;Several times a year;Rarely;Several times a month ;Several times a month ;Several times a year;Several times a year;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;0;0;1;0;0
<p>Open science means in my opinion open Access to the data behind any science study or Project. Openness will Ensure transparency of the Scientific work itself and will create more science possibilities and further use of data.</p>;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;0;0;1;0;0
"<p>Data and research that it is openly available and findable&nbsp;for everyone&nbsp;</p>";Several times a year;Several times a month ;Several times a month ;Several times a week;Several times a week;Rarely;Rarely;Several times a month ;Rarely;Rarely;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;0;0;1;0;0
;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;0;0;1;0;0
;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;0;0;1;0;0
